workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min,join_date,age,gender,city,membership_type,height_cm,weight_kg,referral_source,is_student,gender_clean,city_clean,height_m,BMI,age_group,tenure_days
95,8,2024-03-31 16:30:00,Cardio,54.0,29.3,131.1,5.0,Marina Mall,Cardio,2024-03-31,2024-03-01,Sunday,16,0.5425925925925926,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,357
96,8,2024-03-27 18:00:00,Strength,47.0,209.0,145.7,2.0,Yas Mall,Strength,2024-03-27,2024-03-01,Wednesday,18,4.446808510638298,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,353
97,8,2024-03-30 14:30:00,Class,65.0,411.5,140.7,1.0,Downtown,Class,2024-03-30,2024-03-01,Saturday,14,6.3307692307692305,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,356
98,8,2023-06-14 18:30:00,Cardio,90.0,637.0,129.7,3.0,Corniche,Cardio,2023-06-14,2023-06-01,Wednesday,18,7.0777777777777775,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,66
99,8,2023-12-18 21:00:00,Strength,70.0,386.3,126.2,3.0,Corniche,Strength,2023-12-18,2023-12-01,Monday,21,5.518571428571429,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,253
100,8,2023-11-18 11:15:00,Yoga,51.0,358.1,122.3,3.0,Downtown,Yoga,2023-11-18,2023-11-01,Saturday,11,7.021568627450981,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,223
101,8,2023-10-09 17:00:00,Yoga,56.0,293.2,144.3,5.0,Downtown,Yoga,2023-10-09,2023-10-01,Monday,17,5.235714285714286,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,183
102,8,2023-05-12 12:15:00,Cardio,89.0,707.4,124.8,3.0,Downtown,Cardio,2023-05-12,2023-05-01,Friday,12,7.948314606741572,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,33
103,8,2024-03-28 18:45:00,Cardio,50.0,341.0,148.8,4.0,Yas Mall,Cardio,2024-03-28,2024-03-01,Thursday,18,6.82,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,354
104,8,2024-01-08 08:15:00,Cardio,66.0,515.4,134.7,3.0,Corniche,Cardio,2024-01-08,2024-01-01,Monday,8,7.809090909090909,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,274
105,8,2023-08-15 22:45:00,Cardio,63.0,505.2,110.8,4.0,Marina Mall,Cardio,2023-08-15,2023-08-01,Tuesday,22,8.019047619047619,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,128
106,8,2024-03-17 21:00:00,Yoga,69.0,386.3,120.1,4.0,Marina Mall,Yoga,2024-03-17,2024-03-01,Sunday,21,5.598550724637681,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,343
107,8,2023-08-10 12:15:00,Cardio,38.0,276.7,119.1,4.0,Marina Mall,Cardio,2023-08-10,2023-08-01,Thursday,12,7.281578947368421,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,123
108,8,2023-09-20 12:00:00,Cardio,54.0,534.0,139.8,1.0,Corniche,Cardio,2023-09-20,2023-09-01,Wednesday,12,9.88888888888889,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,164
109,8,2023-07-10 09:00:00,Yoga,39.0,257.0,110.7,4.0,Yas Mall,Yoga,2023-07-10,2023-07-01,Monday,9,6.589743589743589,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,92
110,8,2023-11-22 22:00:00,Class,73.0,463.8,133.8,5.0,Marina Mall,Class,2023-11-22,2023-11-01,Wednesday,22,6.353424657534247,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,227
111,8,2023-07-08 18:00:00,Cardio,68.0,431.79999999999995,134.5,3.0,Yas Mall,Cardio,2023-07-08,2023-07-01,Saturday,18,6.35,2023-04-09,29.0,Female,Abu Dhabi,Premium,160.7,86.8,Friend,0,Female,Abu Dhabi,1.607,33.611505977465576,26-35,90
112,9,2024-08-16 15:30:00,Yoga,58.0,354.5,123.7,3.0,Corniche,Yoga,2024-08-16,2024-08-01,Friday,15,6.112068965517241,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,201
113,9,2024-12-24 21:15:00,Cardio,61.0,469.1,119.0,2.0,Downtown,Cardio,2024-12-24,2024-12-01,Tuesday,21,7.69016393442623,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,331
114,9,2024-07-29 14:45:00,Strength,80.0,457.8,134.0,3.0,Downtown,Strength,2024-07-29,2024-07-01,Monday,14,5.7225,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,183
115,9,2024-11-25 12:30:00,Yoga,32.0,171.9,139.2,3.0,Corniche,Yoga,2024-11-25,2024-11-01,Monday,12,5.371875,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,302
116,9,2024-06-24 09:30:00,Class,29.0,251.6,131.4,3.0,Downtown,Class,2024-06-24,2024-06-01,Monday,9,8.675862068965516,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,148
117,9,2024-09-21 06:00:00,Yoga,54.0,148.6,138.6,3.0,Downtown,Yoga,2024-09-21,2024-09-01,Saturday,6,2.7518518518518515,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,237
118,9,2024-02-22 06:45:00,strenght,54.0,43.6,125.6,4.0,Yas Mall,Strength,2024-02-22,2024-02-01,Thursday,6,0.8074074074074075,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,25
119,9,2024-07-13 18:45:00,Strength,39.0,266.4,151.0,1.0,Corniche,Strength,2024-07-13,2024-07-01,Saturday,18,6.8307692307692305,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,167
120,9,2024-02-16 16:00:00,Cardio,60.0,435.1,127.3,4.0,Corniche,Cardio,2024-02-16,2024-02-01,Friday,16,7.251666666666667,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,19
121,9,2024-05-31 15:00:00,Yoga,46.0,289.5,123.7,5.0,Marina Mall,Yoga,2024-05-31,2024-05-01,Friday,15,6.293478260869565,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,124
122,9,2024-11-29 11:00:00,Cardio,48.0,354.2,125.0,5.0,Yas Mall,Cardio,2024-11-29,2024-11-01,Friday,11,7.379166666666666,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,306
123,9,2024-11-29 13:15:00,Strength,50.0,212.0,139.2,5.0,Downtown,Strength,2024-11-29,2024-11-01,Friday,13,4.24,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,306
124,9,2024-09-14 15:15:00,Cardio,60.0,465.2,125.1,1.0,Yas Mall,Cardio,2024-09-14,2024-09-01,Saturday,15,7.753333333333333,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,230
125,9,2024-05-05 22:30:00,Class,54.0,442.8,141.0,4.0,Downtown,Class,2024-05-05,2024-05-01,Sunday,22,8.200000000000001,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,98
126,9,2024-03-10 15:15:00,Strength,55.0,360.5,123.2,3.0,Marina Mall,Strength,2024-03-10,2024-03-01,Sunday,15,6.554545454545455,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,42
127,9,2024-05-20 20:15:00,Strength,49.0,242.0,146.4,3.0,Downtown,Strength,2024-05-20,2024-05-01,Monday,20,4.938775510204081,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,113
128,9,2024-03-23 15:00:00,Cardio,32.0,320.7,122.4,3.0,Yas Mall,Cardio,2024-03-23,2024-03-01,Saturday,15,10.021875,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,55
129,9,2024-09-13 13:15:00,Cardio,65.0,517.9,115.3,3.0,Downtown,Cardio,2024-09-13,2024-09-01,Friday,13,7.967692307692308,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,229
130,9,2024-02-16 20:15:00,strenght,49.0,266.6,120.7,3.0,Corniche,Strength,2024-02-16,2024-02-01,Friday,20,5.440816326530613,2024-01-28,25.0,Female,Al Ain,Standard,173.3,79.5,Walk-in,1,Female,Al Ain,1.733,26.470978983374554,18-25,19
131,10,2023-06-26 14:15:00,Class,36.0,276.9,116.1,5.0,Yas Mall,Class,2023-06-26,2023-06-01,Monday,14,7.691666666666666,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,141
132,10,2024-01-10 09:30:00,Cardio,56.0,441.8,117.1,2.0,Downtown,Cardio,2024-01-10,2024-01-01,Wednesday,9,7.889285714285714,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,339
133,10,2023-03-04 07:15:00,Yoga,64.0,369.8,134.8,1.0,Downtown,Yoga,2023-03-04,2023-03-01,Saturday,7,5.778125,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,27
134,10,2023-04-04 22:30:00,Cardio,51.0,477.6,119.3,5.0,Corniche,Cardio,2023-04-04,2023-04-01,Tuesday,22,9.364705882352942,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,58
135,10,2023-09-26 19:45:00,Cardio,65.0,541.3,132.5,5.0,Corniche,Cardio,2023-09-26,2023-09-01,Tuesday,19,8.327692307692306,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,233
136,10,2023-06-17 13:45:00,Cardio,34.0,263.5,143.2,3.0,Marina Mall,Cardio,2023-06-17,2023-06-01,Saturday,13,7.75,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,132
137,10,2023-09-11 16:00:00,Cardio,54.0,32.1,153.2,1.0,Corniche,Cardio,2023-09-11,2023-09-01,Monday,16,0.5944444444444444,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,218
138,10,2023-12-08 22:15:00,Strength,66.0,327.2,151.7,3.0,Yas Mall,Strength,2023-12-08,2023-12-01,Friday,22,4.957575757575757,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,306
139,10,2023-07-02 14:00:00,Cardio,85.0,698.8,115.4,5.0,Marina Mall,Cardio,2023-07-02,2023-07-01,Sunday,14,8.221176470588235,2023-02-05,22.0,Male,Dubai,Basic,168.9,60.7,Online Ad,0,Male,Dubai,1.689,21.277930789586502,18-25,147
140,11,2024-10-19 10:00:00,Cardio,61.0,403.2,148.5,3.0,Yas Mall,Cardio,2024-10-19,2024-10-01,Saturday,10,6.60983606557377,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,327
141,11,2024-08-22 20:30:00,Cardio,54.0,0.6,139.7,1.0,Downtown,Cardio,2024-08-22,2024-08-01,Thursday,20,0.011111111111111112,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,269
142,11,2024-10-28 12:30:00,Cardio,46.0,295.6,133.0,1.0,Yas Mall,Cardio,2024-10-28,2024-10-01,Monday,12,6.42608695652174,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,336
143,11,2023-12-24 06:00:00,Cardio,35.0,315.3,121.1,3.0,Marina Mall,Cardio,2023-12-24,2023-12-01,Sunday,6,9.008571428571429,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,27
144,11,2024-09-16 10:30:00,Cardio,40.0,330.8,124.3,3.0,Downtown,Cardio,2024-09-16,2024-09-01,Monday,10,8.27,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,294
145,11,2024-07-05 06:45:00,Cardio,56.0,482.2,142.9,4.0,Downtown,Cardio,2024-07-05,2024-07-01,Friday,6,8.610714285714286,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,221
146,11,2024-05-07 20:45:00,Yoga,66.0,429.2,121.5,4.0,Downtown,Yoga,2024-05-07,2024-05-01,Tuesday,20,6.503030303030303,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,162
147,11,2024-07-27 14:00:00,Strength,85.0,464.6,117.8,5.0,Marina Mall,Strength,2024-07-27,2024-07-01,Saturday,14,5.465882352941176,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,243
148,11,2024-07-02 18:45:00,Strength,69.0,407.8,100.2,3.0,Marina Mall,Strength,2024-07-02,2024-07-01,Tuesday,18,5.910144927536232,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,218
149,11,2024-06-11 13:30:00,Cardio,50.0,421.3,143.6,4.0,Marina Mall,Cardio,2024-06-11,2024-06-01,Tuesday,13,8.426,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,197
150,11,2024-05-13 10:30:00,Cardio,41.0,317.1,132.9,3.0,Corniche,Cardio,2024-05-13,2024-05-01,Monday,10,7.734146341463415,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,168
151,11,2024-08-01 20:15:00,Cardio,57.0,501.2,118.6,4.0,Yas Mall,Cardio,2024-08-01,2024-08-01,Thursday,20,8.79298245614035,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,248
152,11,2024-01-25 08:15:00,Yoga,56.0,263.9,134.0,1.0,Downtown,Yoga,2024-01-25,2024-01-01,Thursday,8,4.7124999999999995,2023-11-27,24.0,Male,dubai,Basic,166.4,61.9,Walk-in,0,Male,Dubai,1.6640000000000001,22.355480306952657,18-25,59
153,12,2024-04-17 06:30:00,Cardio,48.0,452.9,123.3,3.0,Yas Mall,Cardio,2024-04-17,2024-04-01,Wednesday,6,9.435416666666667,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,248
154,12,2024-05-26 07:45:00,Cardio,36.0,339.7,159.2,1.0,Corniche,Cardio,2024-05-26,2024-05-01,Sunday,7,9.43611111111111,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,287
155,12,2024-06-04 22:45:00,Cardio,36.0,286.9,96.0,4.0,Yas Mall,Cardio,2024-06-04,2024-06-01,Tuesday,22,7.969444444444444,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,296
156,12,2023-10-12 22:00:00,Cardio,51.0,409.2,137.7,3.0,Marina Mall,Cardio,2023-10-12,2023-10-01,Thursday,22,8.023529411764706,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,60
157,12,2024-02-20 21:15:00,Cardio,32.0,322.0,142.2,2.0,Yas Mall,Cardio,2024-02-20,2024-02-01,Tuesday,21,10.0625,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,191
158,12,2024-04-05 08:00:00,Cardio,73.0,585.2,112.6,5.0,Corniche,Cardio,2024-04-05,2024-04-01,Friday,8,8.016438356164384,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,236
159,12,2024-03-26 14:15:00,Strength,54.0,300.2,130.2,3.0,Marina Mall,Strength,2024-03-26,2024-03-01,Tuesday,14,5.559259259259259,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,226
160,12,2024-01-27 11:00:00,Strength,65.0,398.8,130.2,2.0,Yas Mall,Strength,2024-01-27,2024-01-01,Saturday,11,6.135384615384615,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,167
161,12,2023-12-31 12:00:00,Strength,54.0,541.8,129.7,4.0,Downtown,Strength,2023-12-31,2023-12-01,Sunday,12,10.033333333333333,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,140
162,12,2023-09-28 19:45:00,strenght,53.0,327.2,135.5,3.0,Corniche,Strength,2023-09-28,2023-09-01,Thursday,19,6.173584905660377,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,46
163,12,2024-01-23 08:15:00,Cardio,58.0,375.6,123.8,2.0,Corniche,Cardio,2024-01-23,2024-01-01,Tuesday,8,6.475862068965518,2023-08-13,26.0,Male,Al Ain,Standard,172.6,73.9,Online Ad,0,Male,Al Ain,1.726,24.80634935127536,26-35,163
164,13,2024-05-15 09:30:00,Cardio,66.0,505.3,121.0,1.0,Marina Mall,Cardio,2024-05-15,2024-05-01,Wednesday,9,7.656060606060606,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,115
165,13,2024-04-18 06:45:00,Cardio,34.0,321.1,141.8,2.0,Corniche,Cardio,2024-04-18,2024-04-01,Thursday,6,9.444117647058825,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,88
166,13,2024-11-09 16:00:00,Cardio,35.0,293.8,146.2,1.0,Downtown,Cardio,2024-11-09,2024-11-01,Saturday,16,8.394285714285715,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,293
167,13,2024-03-15 11:30:00,Cardio,17.0,148.5,100.2,2.0,Yas Mall,Cardio,2024-03-15,2024-03-01,Friday,11,8.735294117647058,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,54
168,13,2024-09-01 07:00:00,Yoga,44.0,242.6,118.4,2.0,Marina Mall,Yoga,2024-09-01,2024-09-01,Sunday,7,5.513636363636364,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,224
169,13,2024-05-24 13:30:00,Strength,64.0,387.3,140.1,5.0,Corniche,Strength,2024-05-24,2024-05-01,Friday,13,6.0515625,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,124
170,13,2024-08-25 15:45:00,Strength,57.0,303.7,144.2,5.0,Marina Mall,Strength,2024-08-25,2024-08-01,Sunday,15,5.328070175438596,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,217
171,13,2024-06-15 20:15:00,Strength,38.0,159.3,132.0,5.0,Yas Mall,Strength,2024-06-15,2024-06-01,Saturday,20,4.192105263157895,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,146
172,13,2024-04-18 11:45:00,Yoga,45.0,237.5,161.6,2.0,Downtown,Yoga,2024-04-18,2024-04-01,Thursday,11,5.277777777777778,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,88
173,13,2024-05-09 08:00:00,Cardio,65.0,433.9,154.8,5.0,Marina Mall,Cardio,2024-05-09,2024-05-01,Thursday,8,6.6753846153846155,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,109
174,13,2024-10-24 14:00:00,Cardio,64.0,531.9,141.3,5.0,Marina Mall,Cardio,2024-10-24,2024-10-01,Thursday,14,8.3109375,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,277
175,13,2024-06-04 08:15:00,Class,67.0,408.9,137.0,3.0,Corniche,Class,2024-06-04,2024-06-01,Tuesday,8,6.102985074626865,2024-01-21,24.0,F,dubai,Basic,174.6,96.5,Social Media,0,Female,Dubai,1.746,31.654746112534756,18-25,135
176,14,2024-03-19 21:45:00,Strength,37.0,227.5,159.3,4.0,Downtown,Strength,2024-03-19,2024-03-01,Tuesday,21,6.148648648648648,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,28
177,14,2024-03-19 12:30:00,Strength,50.0,304.7,100.5,3.0,Yas Mall,Strength,2024-03-19,2024-03-01,Tuesday,12,6.093999999999999,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,28
178,14,2024-09-15 09:00:00,Cardio,46.0,400.8,142.3,4.0,Corniche,Cardio,2024-09-15,2024-09-01,Sunday,9,8.71304347826087,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,208
179,14,2024-10-30 12:30:00,Strength,67.0,348.3,147.8,4.0,Yas Mall,Strength,2024-10-30,2024-10-01,Wednesday,12,5.1985074626865675,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,253
180,14,2024-07-22 15:30:00,Strength,44.0,329.6,135.7,3.0,Yas Mall,Strength,2024-07-22,2024-07-01,Monday,15,7.490909090909091,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,153
181,14,2024-12-11 06:00:00,Cardio,57.0,474.1,110.8,5.0,Downtown,Cardio,2024-12-11,2024-12-01,Wednesday,6,8.317543859649124,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,295
182,14,2024-06-02 09:30:00,Cardio,41.0,276.1,120.1,3.0,Corniche,Cardio,2024-06-02,2024-06-01,Sunday,9,6.734146341463415,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,103
183,14,2024-04-29 07:00:00,Strength,57.0,303.9,155.3,3.0,Corniche,Strength,2024-04-29,2024-04-01,Monday,7,5.3315789473684205,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,69
184,14,2024-07-05 07:45:00,Yoga,45.0,237.0,129.8,5.0,Downtown,Yoga,2024-07-05,2024-07-01,Friday,7,5.266666666666667,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,136
185,14,2024-11-26 17:00:00,Cardio,51.0,366.8,138.3,5.0,Yas Mall,Cardio,2024-11-26,2024-11-01,Tuesday,17,7.192156862745098,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,280
186,14,2024-11-14 16:45:00,Yoga,49.0,278.5,98.9,5.0,Corniche,Yoga,2024-11-14,2024-11-01,Thursday,16,5.683673469387755,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,268
187,14,2024-09-08 10:30:00,Strength,68.0,352.7,146.1,3.0,Marina Mall,Strength,2024-09-08,2024-09-01,Sunday,10,5.186764705882353,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,201
188,14,2024-03-23 09:15:00,Strength,50.0,271.3,124.8,2.0,Yas Mall,Strength,2024-03-23,2024-03-01,Saturday,9,5.426,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,32
189,14,2024-07-23 08:15:00,Cardio,54.0,385.4,132.2,3.0,Downtown,Cardio,2024-07-23,2024-07-01,Tuesday,8,7.137037037037037,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,154
190,14,2024-04-13 08:15:00,Class,68.0,491.1,135.4,2.0,Downtown,Class,2024-04-13,2024-04-01,Saturday,8,7.222058823529412,2024-02-20,37.0,Male,Sharjah,Standard,169.5,77.2,Walk-in,0,Male,Sharjah,1.695,26.870632869536465,36-45,53
