workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min
180,14,2024-07-22 15:30:00,Strength,44.0,329.6,135.7,3.0,Yas Mall,Strength,2024-07-22,2024-07-01,Monday,15,7.490909090909091
181,14,2024-12-11 06:00:00,Cardio,57.0,474.1,110.8,5.0,Downtown,Cardio,2024-12-11,2024-12-01,Wednesday,6,8.317543859649124
182,14,2024-06-02 09:30:00,Cardio,41.0,276.1,120.1,3.0,Corniche,Cardio,2024-06-02,2024-06-01,Sunday,9,6.734146341463415
183,14,2024-04-29 07:00:00,Strength,57.0,303.9,155.3,3.0,Corniche,Strength,2024-04-29,2024-04-01,Monday,7,5.3315789473684205
184,14,2024-07-05 07:45:00,Yoga,45.0,237.0,129.8,5.0,Downtown,Yoga,2024-07-05,2024-07-01,Friday,7,5.266666666666667
185,14,2024-11-26 17:00:00,Cardio,51.0,366.8,138.3,5.0,Yas Mall,Cardio,2024-11-26,2024-11-01,Tuesday,17,7.192156862745098
186,14,2024-11-14 16:45:00,Yoga,49.0,278.5,98.9,5.0,Corniche,Yoga,2024-11-14,2024-11-01,Thursday,16,5.683673469387755
187,14,2024-09-08 10:30:00,Strength,68.0,352.7,146.1,3.0,Marina Mall,Strength,2024-09-08,2024-09-01,Sunday,10,5.186764705882353
188,14,2024-03-23 09:15:00,Strength,50.0,271.3,124.8,2.0,Yas Mall,Strength,2024-03-23,2024-03-01,Saturday,9,5.426
189,14,2024-07-23 08:15:00,Cardio,54.0,385.4,132.2,3.0,Downtown,Cardio,2024-07-23,2024-07-01,Tuesday,8,7.137037037037037
190,14,2024-04-13 08:15:00,Class,68.0,491.1,135.4,2.0,Downtown,Class,2024-04-13,2024-04-01,Saturday,8,7.222058823529412
191,15,2024-03-25 18:30:00,Cardio,35.0,309.8,133.1,3.0,Corniche,Cardio,2024-03-25,2024-03-01,Monday,18,8.851428571428572
192,15,2024-02-27 21:15:00,Cardio,38.0,395.7,158.0,4.0,Yas Mall,Cardio,2024-02-27,2024-02-01,Tuesday,21,10.413157894736841
193,15,2024-01-01 16:15:00,Strength,47.0,229.8,130.2,5.0,Yas Mall,Strength,2024-01-01,2024-01-01,Monday,16,4.88936170212766
194,15,2024-07-12 11:00:00,Cardio,37.0,271.7,129.6,3.0,Yas Mall,Cardio,2024-07-12,2024-07-01,Friday,11,7.343243243243243
195,15,2024-05-17 21:30:00,Strength,75.0,472.2,118.0,3.0,Corniche,Strength,2024-05-17,2024-05-01,Friday,21,6.296
196,15,2023-09-08 22:45:00,Strength,59.0,351.5,122.1,2.0,Corniche,Strength,2023-09-08,2023-09-01,Friday,22,5.9576271186440675
197,15,2024-04-24 21:15:00,Strength,64.0,428.5,133.5,4.0,Corniche,Strength,2024-04-24,2024-04-01,Wednesday,21,6.6953125
198,15,2024-07-01 12:15:00,Cardio,47.0,411.5,154.1,5.0,Marina Mall,Cardio,2024-07-01,2024-07-01,Monday,12,8.75531914893617
199,15,2023-12-24 08:30:00,Cardio,61.0,536.9,127.4,3.0,Yas Mall,Cardio,2023-12-24,2023-12-01,Sunday,8,8.801639344262295
200,15,2024-04-29 14:15:00,Cardio,25.0,235.2,128.6,2.0,Marina Mall,Cardio,2024-04-29,2024-04-01,Monday,14,9.408
201,15,2024-04-17 21:45:00,Cardio,86.0,656.5,127.7,4.0,Downtown,Cardio,2024-04-17,2024-04-01,Wednesday,21,7.633720930232558
202,15,2024-04-23 08:45:00,Yoga,78.0,523.7,131.7,3.0,Marina Mall,Yoga,2024-04-23,2024-04-01,Tuesday,8,6.714102564102565
203,15,2023-08-09 19:30:00,Cardio,41.0,323.5,127.8,5.0,Marina Mall,Cardio,2023-08-09,2023-08-01,Wednesday,19,7.890243902439025
204,15,2024-06-09 13:45:00,Strength,52.0,291.5,138.5,2.0,Downtown,Strength,2024-06-09,2024-06-01,Sunday,13,5.605769230769231
205,16,2024-06-06 07:45:00,Strength,49.0,275.6,130.2,4.0,Downtown,Strength,2024-06-06,2024-06-01,Thursday,7,5.624489795918368
206,16,2024-02-18 21:45:00,Strength,57.0,424.3,108.4,5.0,Yas Mall,Strength,2024-02-18,2024-02-01,Sunday,21,7.443859649122807
207,16,2024-07-25 09:45:00,Strength,54.0,386.7,115.4,3.0,Yas Mall,Strength,2024-07-25,2024-07-01,Thursday,9,7.1611111111111105
208,16,2024-10-08 21:15:00,Class,80.0,508.5,122.5,1.0,Downtown,Class,2024-10-08,2024-10-01,Tuesday,21,6.35625
209,16,2023-12-08 10:45:00,Strength,27.0,175.3,110.7,5.0,Yas Mall,Strength,2023-12-08,2023-12-01,Friday,10,6.492592592592593
210,16,2024-06-07 20:00:00,Cardio,54.0,659.9,130.0,2.0,Corniche,Cardio,2024-06-07,2024-06-01,Friday,20,12.22037037037037
211,16,2024-07-16 22:00:00,Class,77.0,510.5,140.0,5.0,Yas Mall,Class,2024-07-16,2024-07-01,Tuesday,22,6.62987012987013
212,16,2024-09-09 20:30:00,cardio,58.0,439.6,113.6,3.0,Downtown,Cardio,2024-09-09,2024-09-01,Monday,20,7.5793103448275865
213,16,2024-09-21 22:15:00,Cardio,64.0,506.4,130.3,1.0,Yas Mall,Cardio,2024-09-21,2024-09-01,Saturday,22,7.9125
214,16,2024-08-22 21:00:00,Yoga,49.0,306.4,132.5,3.0,Corniche,Yoga,2024-08-22,2024-08-01,Thursday,21,6.253061224489795
215,16,2024-07-17 15:30:00,Cardio,76.0,598.9,157.3,4.0,Marina Mall,Cardio,2024-07-17,2024-07-01,Wednesday,15,7.880263157894737
216,16,2024-03-26 07:00:00,Strength,61.0,390.1,138.7,4.0,Yas Mall,Strength,2024-03-26,2024-03-01,Tuesday,7,6.395081967213115
217,16,2024-05-05 21:45:00,Cardio,54.0,2.6,143.4,4.0,Yas Mall,Cardio,2024-05-05,2024-05-01,Sunday,21,0.04814814814814815
218,16,2024-06-02 19:30:00,Cardio,29.0,218.1,128.9,3.0,Corniche,Cardio,2024-06-02,2024-06-01,Sunday,19,7.520689655172413
219,16,2024-04-15 16:00:00,cardio,63.0,522.4,119.7,4.0,Yas Mall,Cardio,2024-04-15,2024-04-01,Monday,16,8.292063492063491
220,16,2024-05-01 11:30:00,Cardio,67.0,473.8,153.5,3.0,Yas Mall,Cardio,2024-05-01,2024-05-01,Wednesday,11,7.071641791044776
221,16,2024-02-04 12:00:00,Strength,52.0,316.9,154.9,4.0,Downtown,Strength,2024-02-04,2024-02-01,Sunday,12,6.0942307692307685
222,17,2023-01-18 16:45:00,Strength,54.0,304.6,122.3,4.0,Marina Mall,Strength,2023-01-18,2023-01-01,Wednesday,16,5.640740740740741
223,17,2023-03-16 22:45:00,Yoga,54.0,40.7,144.7,5.0,Corniche,Yoga,2023-03-16,2023-03-01,Thursday,22,0.7537037037037038
224,17,2023-03-07 20:15:00,Strength,74.0,392.4,130.9,4.0,Yas Mall,Strength,2023-03-07,2023-03-01,Tuesday,20,5.302702702702702
225,17,2023-01-23 17:45:00,Cardio,68.0,571.5,146.9,5.0,Marina Mall,Cardio,2023-01-23,2023-01-01,Monday,17,8.404411764705882
226,17,2023-01-15 12:00:00,cardio,52.0,372.4,127.9,1.0,Yas Mall,Cardio,2023-01-15,2023-01-01,Sunday,12,7.161538461538461
227,17,2023-05-12 10:45:00,CARDIO,44.0,337.9,130.3,4.0,Yas Mall,Cardio,2023-05-12,2023-05-01,Friday,10,7.679545454545454
228,17,2023-01-29 19:00:00,Strength,49.0,254.9,157.0,2.0,Yas Mall,Strength,2023-01-29,2023-01-01,Sunday,19,5.202040816326531
229,17,2023-06-26 19:00:00,Yoga,64.0,380.6,137.0,3.0,Marina Mall,Yoga,2023-06-26,2023-06-01,Monday,19,5.946875
230,17,2023-07-02 19:30:00,Class,53.0,355.7,147.6,3.0,Marina Mall,Class,2023-07-02,2023-07-01,Sunday,19,6.711320754716981
231,17,2023-10-29 18:45:00,Class,55.0,294.1,125.3,3.0,Yas Mall,Class,2023-10-29,2023-10-01,Sunday,18,5.347272727272728
232,17,2023-06-12 09:45:00,Strength,59.0,385.0,132.7,3.0,Yas Mall,Strength,2023-06-12,2023-06-01,Monday,9,6.52542372881356
233,17,2023-11-24 15:30:00,Cardio,72.0,570.1,126.3,3.0,Yas Mall,Cardio,2023-11-24,2023-11-01,Friday,15,7.918055555555556
234,17,2023-01-22 13:00:00,Class,37.0,263.9,128.8,4.0,Corniche,Class,2023-01-22,2023-01-01,Sunday,13,7.132432432432432
235,17,2023-08-21 12:45:00,Strength,58.0,319.9,123.0,4.0,Marina Mall,Strength,2023-08-21,2023-08-01,Monday,12,5.51551724137931
236,18,2023-06-04 16:30:00,Strength,57.0,281.5,118.1,3.0,Corniche,Strength,2023-06-04,2023-06-01,Sunday,16,4.93859649122807
237,18,2023-12-09 17:00:00,Cardio,49.0,404.1,130.3,2.0,Marina Mall,Cardio,2023-12-09,2023-12-01,Saturday,17,8.246938775510204
238,18,2024-02-03 16:00:00,Cardio,60.0,483.4,131.1,3.0,Yas Mall,Cardio,2024-02-03,2024-02-01,Saturday,16,8.056666666666667
239,18,2024-03-03 14:30:00,Cardio,58.0,461.9,118.5,5.0,Downtown,Cardio,2024-03-03,2024-03-01,Sunday,14,7.963793103448276
240,18,2023-05-30 07:45:00,Cardio,59.0,468.5,123.2,3.0,Downtown,Cardio,2023-05-30,2023-05-01,Tuesday,7,7.940677966101695
241,18,2023-08-29 16:30:00,Cardio,51.0,527.3,104.7,4.0,Yas Mall,Cardio,2023-08-29,2023-08-01,Tuesday,16,10.339215686274509
242,18,2023-06-25 07:15:00,Cardio,79.0,651.2,114.6,1.0,Corniche,Cardio,2023-06-25,2023-06-01,Sunday,7,8.243037974683546
243,18,2023-04-12 07:30:00,Cardio,54.0,4.4,135.8,3.0,Downtown,Cardio,2023-04-12,2023-04-01,Wednesday,7,0.08148148148148149
244,18,2023-07-18 12:15:00,strenght,54.0,1176.1,127.5,5.0,Marina Mall,Strength,2023-07-18,2023-07-01,Tuesday,12,21.77962962962963
245,18,2023-12-30 11:00:00,Strength,38.0,254.4,142.0,4.0,Yas Mall,Strength,2023-12-30,2023-12-01,Saturday,11,6.6947368421052635
246,18,2023-09-20 21:00:00,Yoga,62.0,432.3,146.8,2.0,Corniche,Yoga,2023-09-20,2023-09-01,Wednesday,21,6.97258064516129
247,18,2023-10-25 15:45:00,Strength,39.0,228.4,122.5,2.0,Marina Mall,Strength,2023-10-25,2023-10-01,Wednesday,15,5.856410256410257
248,18,2024-02-10 09:30:00,Strength,43.0,240.3,145.9,2.0,Downtown,Strength,2024-02-10,2024-02-01,Saturday,9,5.588372093023256
249,18,2024-02-06 12:30:00,Cardio,44.0,357.9,143.4,5.0,Yas Mall,Cardio,2024-02-06,2024-02-01,Tuesday,12,8.134090909090908
250,18,2023-04-14 21:15:00,Cardio,56.0,438.8,111.9,3.0,Corniche,Cardio,2023-04-14,2023-04-01,Friday,21,7.835714285714286
251,18,2024-02-11 08:45:00,Cardio,34.0,227.2,111.6,4.0,Corniche,Cardio,2024-02-11,2024-02-01,Sunday,8,6.68235294117647
252,18,2023-05-28 19:45:00,Yoga,54.0,368.2,125.3,3.0,Marina Mall,Yoga,2023-05-28,2023-05-01,Sunday,19,6.818518518518518
253,18,2023-04-15 21:30:00,Cardio,43.0,360.7,148.3,4.0,Downtown,Cardio,2023-04-15,2023-04-01,Saturday,21,8.388372093023255
254,18,2024-02-20 18:30:00,Cardio,56.0,440.3,130.4,1.0,Downtown,Cardio,2024-02-20,2024-02-01,Tuesday,18,7.8625
255,19,2023-10-10 15:00:00,Strength,56.0,335.4,128.4,2.0,Yas Mall,Strength,2023-10-10,2023-10-01,Tuesday,15,5.989285714285714
256,19,2023-06-29 16:15:00,Yoga,40.0,229.3,127.3,5.0,Corniche,Yoga,2023-06-29,2023-06-01,Thursday,16,5.7325
257,19,2024-01-03 20:30:00,Cardio,54.0,1633.9,128.4,3.0,Corniche,Cardio,2024-01-03,2024-01-01,Wednesday,20,30.25740740740741
258,19,2023-08-17 17:30:00,Strength,44.0,245.9,115.7,1.0,Downtown,Strength,2023-08-17,2023-08-01,Thursday,17,5.588636363636364
259,19,2023-06-13 13:45:00,Strength,50.0,316.2,149.4,3.0,Corniche,Strength,2023-06-13,2023-06-01,Tuesday,13,6.324
260,19,2024-03-24 10:00:00,Yoga,55.0,327.8,133.8,2.0,Yas Mall,Yoga,2024-03-24,2024-03-01,Sunday,10,5.96
261,19,2024-03-15 13:45:00,Yoga,70.0,407.9,135.3,5.0,Yas Mall,Yoga,2024-03-15,2024-03-01,Friday,13,5.8271428571428565
262,19,2024-03-27 07:30:00,Yoga,61.0,341.4,138.5,4.0,Marina Mall,Yoga,2024-03-27,2024-03-01,Wednesday,7,5.5967213114754095
263,19,2023-09-16 22:00:00,Strength,69.0,478.1,137.8,4.0,Marina Mall,Strength,2023-09-16,2023-09-01,Saturday,22,6.928985507246377
264,19,2024-05-11 14:00:00,Yoga,41.0,251.3,159.6,3.0,Yas Mall,Yoga,2024-05-11,2024-05-01,Saturday,14,6.129268292682927
265,19,2024-04-21 21:30:00,Strength,81.0,494.0,110.8,4.0,Downtown,Strength,2024-04-21,2024-04-01,Sunday,21,6.098765432098766
266,19,2023-12-06 22:00:00,Strength,39.0,274.8,112.8,4.0,Corniche,Strength,2023-12-06,2023-12-01,Wednesday,22,7.046153846153847
267,19,2023-06-25 07:45:00,Yoga,40.0,207.3,93.8,4.0,Marina Mall,Yoga,2023-06-25,2023-06-01,Sunday,7,5.1825
268,19,2023-12-24 13:00:00,Class,61.0,366.9,139.4,5.0,Downtown,Class,2023-12-24,2023-12-01,Sunday,13,6.0147540983606556
269,19,2023-10-29 20:00:00,Cardio,64.0,516.6,118.6,5.0,Corniche,Cardio,2023-10-29,2023-10-01,Sunday,20,8.071875
270,19,2024-02-03 07:00:00,Yoga,63.0,409.5,144.0,2.0,Downtown,Yoga,2024-02-03,2024-02-01,Saturday,7,6.5
271,19,2023-12-27 06:30:00,Cardio,63.0,450.4,158.5,3.0,Corniche,Cardio,2023-12-27,2023-12-01,Wednesday,6,7.149206349206349
272,19,2023-10-11 09:15:00,Strength,53.0,330.6,124.6,2.0,Marina Mall,Strength,2023-10-11,2023-10-01,Wednesday,9,6.237735849056604
273,19,2024-02-06 12:30:00,Strength,86.0,498.9,128.6,4.0,Marina Mall,Strength,2024-02-06,2024-02-01,Tuesday,12,5.801162790697674
274,19,2023-07-21 10:45:00,Strength,62.0,466.7,130.2,3.0,Downtown,Strength,2023-07-21,2023-07-01,Friday,10,7.52741935483871
275,19,2023-06-04 11:30:00,Cardio,45.0,381.8,109.1,4.0,Yas Mall,Cardio,2023-06-04,2023-06-01,Sunday,11,8.484444444444446
276,19,2024-03-02 07:00:00,Cardio,70.0,475.7,137.3,2.0,Yas Mall,Cardio,2024-03-02,2024-03-01,Saturday,7,6.795714285714285
277,20,2024-05-26 08:00:00,Cardio,54.0,149.2,145.9,3.0,Marina Mall,Cardio,2024-05-26,2024-05-01,Sunday,8,2.7629629629629626
278,20,2023-11-26 09:45:00,Strength,69.0,414.8,111.9,3.0,Yas Mall,Strength,2023-11-26,2023-11-01,Sunday,9,6.011594202898551
279,20,2024-01-30 19:30:00,Cardio,34.0,246.1,105.0,3.0,Yas Mall,Cardio,2024-01-30,2024-01-01,Tuesday,19,7.238235294117647
280,20,2024-04-17 15:30:00,Cardio,68.0,478.7,124.8,2.0,Corniche,Cardio,2024-04-17,2024-04-01,Wednesday,15,7.039705882352941
281,20,2024-04-03 08:15:00,Yoga,54.0,327.8,112.9,2.0,Marina Mall,Yoga,2024-04-03,2024-04-01,Wednesday,8,6.07037037037037
282,20,2024-07-13 19:00:00,Yoga,55.0,301.7,149.1,5.0,Marina Mall,Yoga,2024-07-13,2024-07-01,Saturday,19,5.485454545454545
283,20,2023-10-25 08:15:00,Strength,44.0,246.0,161.3,3.0,Yas Mall,Strength,2023-10-25,2023-10-01,Wednesday,8,5.590909090909091
284,21,2023-12-28 21:00:00,Strength,59.0,326.2,164.9,4.0,Corniche,Strength,2023-12-28,2023-12-01,Thursday,21,5.5288135593220336
285,21,2023-11-09 21:30:00,Strength,44.0,296.5,138.2,3.0,Yas Mall,Strength,2023-11-09,2023-11-01,Thursday,21,6.738636363636363
286,21,2023-06-13 10:15:00,Strength,45.0,263.9,137.1,2.0,Marina Mall,Strength,2023-06-13,2023-06-01,Tuesday,10,5.864444444444444
287,21,2023-04-28 08:30:00,Cardio,50.0,427.8,113.1,3.0,Downtown,Cardio,2023-04-28,2023-04-01,Friday,8,8.556000000000001
288,21,2023-04-16 19:30:00,Strength,56.0,358.9,136.0,4.0,Downtown,Strength,2023-04-16,2023-04-01,Sunday,19,6.408928571428571
289,21,2023-05-20 06:15:00,Cardio,61.0,521.3,110.4,3.0,Downtown,Cardio,2023-05-20,2023-05-01,Saturday,6,8.545901639344262
290,21,2023-03-30 15:45:00,Cardio,54.0,469.4,142.1,5.0,Corniche,Cardio,2023-03-30,2023-03-01,Thursday,15,8.692592592592591
291,21,2023-07-10 14:30:00,Strength,63.0,419.7,154.6,1.0,Downtown,Strength,2023-07-10,2023-07-01,Monday,14,6.661904761904761
292,21,2023-02-09 21:30:00,Strength,63.0,386.1,106.6,2.0,Marina Mall,Strength,2023-02-09,2023-02-01,Thursday,21,6.128571428571429
293,21,2023-02-25 22:00:00,Cardio,58.0,395.4,163.1,3.0,Corniche,Cardio,2023-02-25,2023-02-01,Saturday,22,6.817241379310344
294,21,2023-09-06 21:15:00,Cardio,74.0,612.4,106.1,4.0,Yas Mall,Cardio,2023-09-06,2023-09-01,Wednesday,21,8.275675675675675
295,21,2023-02-11 07:30:00,Cardio,37.0,431.79999999999995,125.2,5.0,Marina Mall,Cardio,2023-02-11,2023-02-01,Saturday,7,11.670270270270269
296,21,2023-09-12 22:00:00,CARDIO,49.0,393.1,143.4,3.0,Downtown,Cardio,2023-09-12,2023-09-01,Tuesday,22,8.022448979591838
297,21,2023-09-23 16:45:00,Strength,54.0,1248.7,123.5,3.0,Marina Mall,Strength,2023-09-23,2023-09-01,Saturday,16,23.124074074074073
298,21,2023-11-28 09:30:00,Cardio,59.0,563.2,119.6,1.0,Marina Mall,Cardio,2023-11-28,2023-11-01,Tuesday,9,9.545762711864407
299,21,2023-07-20 19:15:00,cardio,48.0,352.3,140.6,3.0,Marina Mall,Cardio,2023-07-20,2023-07-01,Thursday,19,7.339583333333334
300,21,2023-03-24 12:45:00,Strength,35.0,202.6,130.2,5.0,Marina Mall,Strength,2023-03-24,2023-03-01,Friday,12,5.788571428571428
301,21,2023-04-24 14:30:00,Cardio,47.0,393.6,110.5,5.0,Corniche,Cardio,2023-04-24,2023-04-01,Monday,14,8.374468085106383
302,21,2023-07-01 07:00:00,Yoga,21.0,134.3,123.0,3.0,Marina Mall,Yoga,2023-07-01,2023-07-01,Saturday,7,6.395238095238096
303,21,2024-01-27 13:00:00,Yoga,52.0,291.0,119.1,3.0,Downtown,Yoga,2024-01-27,2024-01-01,Saturday,13,5.596153846153846
304,21,2023-12-16 09:15:00,Yoga,41.0,305.2,131.5,2.0,Corniche,Yoga,2023-12-16,2023-12-01,Saturday,9,7.44390243902439
305,21,2023-12-08 09:30:00,Cardio,37.0,208.5,114.4,2.0,Downtown,Cardio,2023-12-08,2023-12-01,Friday,9,5.635135135135135
306,22,2023-12-01 10:30:00,Strength,70.0,439.0,143.0,3.0,Marina Mall,Strength,2023-12-01,2023-12-01,Friday,10,6.271428571428571
307,22,2024-08-03 11:00:00,Strength,45.0,280.9,147.8,5.0,Marina Mall,Strength,2024-08-03,2024-08-01,Saturday,11,6.242222222222222
308,22,2024-02-02 19:45:00,Cardio,50.0,409.9,149.5,3.0,Downtown,Cardio,2024-02-02,2024-02-01,Friday,19,8.198
309,22,2024-06-11 15:00:00,Cardio,84.0,678.4,130.3,3.0,Corniche,Cardio,2024-06-11,2024-06-01,Tuesday,15,8.076190476190476
310,22,2024-08-23 18:00:00,CARDIO,51.0,385.7,125.2,4.0,Downtown,Cardio,2024-08-23,2024-08-01,Friday,18,7.5627450980392155
311,22,2023-11-21 13:45:00,Strength,65.0,353.0,99.2,4.0,Downtown,Strength,2023-11-21,2023-11-01,Tuesday,13,5.430769230769231
312,22,2024-03-25 13:15:00,Strength,44.0,255.4,153.1,4.0,Downtown,Strength,2024-03-25,2024-03-01,Monday,13,5.804545454545455
313,22,2024-07-27 13:00:00,Strength,47.0,317.1,131.2,4.0,Downtown,Strength,2024-07-27,2024-07-01,Saturday,13,6.7468085106382985
314,23,2024-06-26 19:30:00,Strength,81.0,327.2,130.6,2.0,Marina Mall,Strength,2024-06-26,2024-06-01,Wednesday,19,4.039506172839506
315,23,2024-05-08 14:30:00,Cardio,63.0,454.8,138.2,3.0,Corniche,Cardio,2024-05-08,2024-05-01,Wednesday,14,7.219047619047619
316,23,2024-07-25 13:15:00,Class,45.0,272.8,140.7,4.0,Yas Mall,Class,2024-07-25,2024-07-01,Thursday,13,6.062222222222222
317,23,2024-05-16 22:00:00,CARDIO,95.0,431.79999999999995,140.6,4.0,Downtown,Cardio,2024-05-16,2024-05-01,Thursday,22,4.545263157894737
318,23,2024-04-06 09:00:00,Yoga,52.0,290.7,140.6,4.0,Yas Mall,Yoga,2024-04-06,2024-04-01,Saturday,9,5.5903846153846155
319,23,2024-02-02 08:15:00,Cardio,39.0,336.3,169.0,4.0,Corniche,Cardio,2024-02-02,2024-02-01,Friday,8,8.623076923076923
320,23,2024-06-12 06:00:00,Class,29.0,187.7,134.5,5.0,Yas Mall,Class,2024-06-12,2024-06-01,Wednesday,6,6.472413793103448
321,23,2024-07-14 06:00:00,Yoga,57.0,344.4,129.1,1.0,Downtown,Yoga,2024-07-14,2024-07-01,Sunday,6,6.042105263157894
322,23,2024-08-24 06:45:00,Class,71.0,431.8,102.5,3.0,Marina Mall,Class,2024-08-24,2024-08-01,Saturday,6,6.081690140845071
323,23,2024-04-04 16:00:00,Strength,42.0,308.8,108.2,2.0,Downtown,Strength,2024-04-04,2024-04-01,Thursday,16,7.352380952380953
324,23,2023-11-21 21:00:00,Strength,59.0,361.6,112.8,5.0,Downtown,Strength,2023-11-21,2023-11-01,Tuesday,21,6.128813559322034
325,23,2024-01-24 22:45:00,Cardio,50.0,385.5,139.9,4.0,Corniche,Cardio,2024-01-24,2024-01-01,Wednesday,22,7.71
326,23,2023-09-18 07:30:00,Strength,49.0,288.9,137.6,4.0,Yas Mall,Strength,2023-09-18,2023-09-01,Monday,7,5.895918367346939
327,23,2023-10-17 19:00:00,Cardio,52.0,382.0,167.9,5.0,Downtown,Cardio,2023-10-17,2023-10-01,Tuesday,19,7.346153846153846
328,23,2023-12-03 16:15:00,Strength,38.0,281.6,118.4,4.0,Downtown,Strength,2023-12-03,2023-12-01,Sunday,16,7.4105263157894745
329,23,2023-11-16 15:30:00,Yoga,19.0,88.5,133.2,4.0,Downtown,Yoga,2023-11-16,2023-11-01,Thursday,15,4.657894736842105
330,23,2024-02-25 08:45:00,Strength,39.0,270.4,129.5,5.0,Marina Mall,Strength,2024-02-25,2024-02-01,Sunday,8,6.933333333333333
331,24,2024-10-14 09:15:00,Cardio,56.0,436.9,135.0,5.0,Corniche,Cardio,2024-10-14,2024-10-01,Monday,9,7.801785714285714
332,24,2024-08-12 11:00:00,Cardio,54.0,1572.4,137.0,5.0,Downtown,Cardio,2024-08-12,2024-08-01,Monday,11,29.11851851851852
333,24,2024-12-11 07:00:00,Class,54.0,386.5,121.5,2.0,Corniche,Class,2024-12-11,2024-12-01,Wednesday,7,7.157407407407407
334,24,2024-04-18 21:00:00,Strength,89.0,540.0,153.0,3.0,Marina Mall,Strength,2024-04-18,2024-04-01,Thursday,21,6.067415730337078
335,24,2024-12-24 20:00:00,Strength,62.0,418.2,117.1,3.0,Downtown,Strength,2024-12-24,2024-12-01,Tuesday,20,6.745161290322581
336,24,2024-12-07 20:45:00,Strength,45.0,241.5,119.5,2.0,Downtown,Strength,2024-12-07,2024-12-01,Saturday,20,5.366666666666666
337,24,2024-10-11 06:30:00,Strength,56.0,348.8,115.2,3.0,Marina Mall,Strength,2024-10-11,2024-10-01,Friday,6,6.228571428571429
338,24,2024-05-30 22:00:00,Cardio,65.0,488.1,133.3,4.0,Corniche,Cardio,2024-05-30,2024-05-01,Thursday,22,7.509230769230769
339,24,2024-11-19 20:00:00,CARDIO,34.0,260.1,129.4,4.0,Corniche,Cardio,2024-11-19,2024-11-01,Tuesday,20,7.65
340,25,2023-07-08 10:45:00,Cardio,39.0,259.2,128.8,3.0,Yas Mall,Cardio,2023-07-08,2023-07-01,Saturday,10,6.646153846153846
341,25,2023-11-01 21:30:00,Class,19.0,91.4,102.8,3.0,Corniche,Class,2023-11-01,2023-11-01,Wednesday,21,4.810526315789474
342,25,2023-09-08 20:30:00,Cardio,40.0,226.5,120.8,3.0,Corniche,Cardio,2023-09-08,2023-09-01,Friday,20,5.6625
343,25,2023-04-10 09:45:00,Cardio,69.0,583.6,110.6,3.0,Marina Mall,Cardio,2023-04-10,2023-04-01,Monday,9,8.457971014492754
344,25,2023-05-05 16:45:00,cardio,56.0,431.79999999999995,132.2,3.0,Marina Mall,Cardio,2023-05-05,2023-05-01,Friday,16,7.7107142857142845
345,25,2023-03-23 20:30:00,Cardio,48.0,474.0,102.8,3.0,Corniche,Cardio,2023-03-23,2023-03-01,Thursday,20,9.875
346,25,2023-12-20 17:30:00,CARDIO,35.0,431.79999999999995,116.6,3.0,Corniche,Cardio,2023-12-20,2023-12-01,Wednesday,17,12.337142857142856
347,25,2023-03-07 14:45:00,Class,58.0,371.1,122.0,3.0,Marina Mall,Class,2023-03-07,2023-03-01,Tuesday,14,6.3982758620689655
348,25,2024-01-09 16:15:00,Cardio,46.0,421.0,137.9,4.0,Corniche,Cardio,2024-01-09,2024-01-01,Tuesday,16,9.152173913043478
349,25,2023-06-18 22:15:00,Strength,79.0,462.5,117.9,5.0,Corniche,Strength,2023-06-18,2023-06-01,Sunday,22,5.8544303797468356
350,26,2024-01-02 09:00:00,cardio,62.0,514.7,133.9,2.0,Yas Mall,Cardio,2024-01-02,2024-01-01,Tuesday,9,8.301612903225807
351,26,2023-12-16 14:00:00,Class,32.0,187.1,105.7,5.0,Corniche,Class,2023-12-16,2023-12-01,Saturday,14,5.846875
352,26,2023-12-24 06:45:00,Cardio,60.0,451.4,144.1,3.0,Marina Mall,Cardio,2023-12-24,2023-12-01,Sunday,6,7.5233333333333325
353,26,2024-03-07 22:15:00,Yoga,33.0,204.0,100.5,4.0,Downtown,Yoga,2024-03-07,2024-03-01,Thursday,22,6.181818181818182
354,26,2024-06-14 12:30:00,Yoga,50.0,235.0,149.2,5.0,Corniche,Yoga,2024-06-14,2024-06-01,Friday,12,4.7
355,26,2024-07-20 20:30:00,Cardio,65.0,557.9,128.9,2.0,Yas Mall,Cardio,2024-07-20,2024-07-01,Saturday,20,8.583076923076923
356,26,2024-05-29 10:30:00,Strength,56.0,337.6,163.1,3.0,Yas Mall,Strength,2024-05-29,2024-05-01,Wednesday,10,6.028571428571429
357,26,2024-05-23 07:30:00,Cardio,61.0,469.0,134.5,5.0,Corniche,Cardio,2024-05-23,2024-05-01,Thursday,7,7.688524590163935
358,26,2023-12-25 11:30:00,Cardio,52.0,442.1,137.0,3.0,Yas Mall,Cardio,2023-12-25,2023-12-01,Monday,11,8.501923076923077
359,26,2024-02-25 19:30:00,Class,38.0,219.6,107.4,2.0,Marina Mall,Class,2024-02-25,2024-02-01,Sunday,19,5.778947368421052
